[2007/09/26 - 13:42:20] tornado-start : Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:21] recalc sharekill for Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:21] seed forever
[2007/09/26 - 13:42:21] executing command : 
cd '/var/www/download/sacarlson/'; HOME='/var/www/download/'; export HOME; nohup /usr/bin/python -OO '/home/oldbox/torrentflux-b4rt_1.0-beta1/html/bin/clients/tornado/tftornado.py' 'False' '0' 'sacarlson' '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent' --responsefile '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent' --display_interval 1 --max_download_rate '0' --max_upload_rate '10' --max_uploads '4' --minport '49160' --maxport '49300' --rerequest_interval '1800' --super_seeder '0' --max_connections '40' 1>> '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log' 2>> '/var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log' &
[2007/09/26 - 13:42:23] tornado starting up :
[2007/09/26 - 13:42:23]  - torrentfile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent
[2007/09/26 - 13:42:23]  - userName : sacarlson
[2007/09/26 - 13:42:23]  - transferStatFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.stat
[2007/09/26 - 13:42:23]  - transferCommandFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.cmd
[2007/09/26 - 13:42:23]  - transferLogFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.log
[2007/09/26 - 13:42:23]  - transferPidFile : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.pid
[2007/09/26 - 13:42:23]  - autoDie : False
[2007/09/26 - 13:42:23]  - shareKill : 0
[2007/09/26 - 13:42:23]  - minport : 49160
[2007/09/26 - 13:42:23]  - maxport : 49300
[2007/09/26 - 13:42:23]  - max_upload_rate : 10
[2007/09/26 - 13:42:23]  - max_download_rate : 0
[2007/09/26 - 13:42:23]  - min_uploads : 4
[2007/09/26 - 13:42:23]  - max_uploads : 4
[2007/09/26 - 13:42:23]  - min_peers : 20
[2007/09/26 - 13:42:23]  - max_initiate : 40
[2007/09/26 - 13:42:23]  - max_connections : 40
[2007/09/26 - 13:42:23]  - super_seeder : 0
[2007/09/26 - 13:42:23]  - security : 1
[2007/09/26 - 13:42:23]  - auto_kick : 1
[2007/09/26 - 13:42:23]  - crypto_allowed : 0
[2007/09/26 - 13:42:23]  - crypto_only : 0
[2007/09/26 - 13:42:23]  - crypto_stealth : 0
[2007/09/26 - 13:42:23]  - priority : 
[2007/09/26 - 13:42:23]  - alloc_type : normal
[2007/09/26 - 13:42:23]  - alloc_rate : 2.0
[2007/09/26 - 13:42:23]  - buffer_reads : 1
[2007/09/26 - 13:42:23]  - write_buffer_size : 4
[2007/09/26 - 13:42:23]  - check_hashes : 1
[2007/09/26 - 13:42:23]  - max_files_open : 50
[2007/09/26 - 13:42:23]  - upnp_nat_access : 1
[2007/09/26 - 13:42:23] writing pid-file : /var/www/download/.transfers/Maroon_5_It_Won_t_Be_Soon_Before_Long-_Demonoid.com_1192170.7602_-_mininova.org_-.torrent.pid (8539)
[2007/09/26 - 13:42:23] tornado up and running.
[2007/09/26 - 13:42:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:48:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:49:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:50:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:51:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:52:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:53:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:54:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:55:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:56:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:57:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:58:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 22:59:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:01:08] error: Problem connecting to tracker - timeout exceeded
[2007/09/26 - 23:02:17] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:03:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:04:18] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:05:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:06:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:07:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:08:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:09:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:10:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:11:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:12:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:13:31] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:14:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:15:32] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:16:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:17:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:18:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:19:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:20:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:21:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:22:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:23:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:24:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:25:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:26:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:27:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:28:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:29:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:30:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:31:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:32:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:33:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:34:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:36:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:37:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:38:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:39:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:40:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:42:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:43:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:44:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:45:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:46:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:47:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:48:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:49:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:50:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:51:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:52:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:53:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:54:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:55:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:56:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:57:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:58:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/26 - 23:59:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:00:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:02:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:03:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:04:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:05:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:06:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:07:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:08:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:09:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:10:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:11:19] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:12:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:13:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:14:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:15:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:16:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:17:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:18:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:20:52] error: Problem connecting to tracker - timeout exceeded
[2007/09/27 - 00:21:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:22:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:23:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:24:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:25:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:27:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:28:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:29:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:30:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:31:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:32:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:33:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:34:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:35:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:36:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:37:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:38:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:39:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:40:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:41:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:43:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:44:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:45:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:46:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:47:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:48:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:49:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:50:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:51:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:52:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:53:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:54:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:56:13] error: Problem connecting to tracker - timeout exceeded
[2007/09/27 - 00:57:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:58:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 00:59:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:00:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:01:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:02:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:03:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:04:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:06:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:07:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:08:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:09:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:10:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:11:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:12:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:13:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:14:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:15:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:16:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:17:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:18:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:19:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:20:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:21:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:22:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:23:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:24:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:25:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:26:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:27:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:28:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:29:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:30:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:31:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:32:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:33:15] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:34:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:35:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:36:16] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:37:17] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:38:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:39:20] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:40:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:42:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:43:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:44:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:45:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:46:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:47:11] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:48:11] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:49:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:50:21] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:51:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:52:22] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:53:25] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:54:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:55:26] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:56:29] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:57:30] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:58:33] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 01:59:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:00:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:01:34] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:02:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:03:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:04:35] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:05:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:06:36] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:07:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:08:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:09:37] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:10:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:11:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:12:38] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:13:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:14:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:15:39] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:16:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:17:40] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:18:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:19:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:20:41] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:21:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:22:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:23:42] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:24:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:25:43] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:26:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:27:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:28:44] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:29:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:30:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:31:45] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:32:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:33:46] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:34:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:35:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:36:47] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:37:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:38:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:39:48] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:40:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:41:49] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:42:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:43:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:44:50] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:45:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:46:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:47:51] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:48:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:49:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:50:52] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:51:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:52:53] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:53:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:54:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:55:54] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:56:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:57:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:58:55] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 02:59:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:00:56] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:01:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:02:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:03:57] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:04:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:05:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:06:58] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:07:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:08:59] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:10:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:11:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:12:00] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:13:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:14:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:15:01] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:16:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:17:02] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:18:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:19:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:20:03] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:21:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:22:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:23:04] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:24:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:25:05] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:26:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:27:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:28:06] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:29:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:30:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:31:07] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:32:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:33:08] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:34:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:35:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:36:09] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:37:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:38:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:39:10] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:40:11] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:41:11] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:42:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:43:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:44:12] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:45:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:46:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:47:13] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:48:14] error: Problem connecting to tracker - (111, 'Connection refused')
[2007/09/27 - 03:49:14] error: Problem connecting to tracker - (111, 'Connection refused')
